id;reported_absolute_count;reported_for;recorded_at;user_id
562136;0;2023-02-09;2023-02-09 09:30:08.959775;5504
562140;0;2023-02-09;2023-02-09 09:47:56.669878;5504
562370;0;2023-02-09;2023-02-09 09:58:04.494564;5504
562371;0;2023-02-09;2023-02-09 10:04:47.956113;5504
562372;0;2023-02-09;2023-02-09 10:05:01.364306;5504
562142;0;2023-02-09;2023-02-09 10:05:05.376497;5504
562373;0;2023-02-09;2023-02-09 10:05:07.000494;5504
562143;0;2023-02-09;2023-02-09 10:08:03.732273;5504
562144;0;2023-02-09;2023-02-09 10:08:05.549201;5504
562145;0;2023-02-09;2023-02-09 10:23:03.634163;5504
562377;0;2023-02-09;2023-02-09 10:23:04.986266;5504
562146;0;2023-02-09;2023-02-09 10:23:47.17833;5504
562147;0;2023-02-09;2023-02-09 10:24:02.082363;5504
562149;0;2023-02-09;2023-02-09 10:27:55.900985;5504
562380;0;2023-02-09;2023-02-09 10:28:04.976987;5504
562651;0;2023-02-09;2023-02-09 10:38:04.586742;5504
562387;0;2023-02-09;2023-02-09 10:38:06.25779;5504
562388;0;2023-02-09;2023-02-09 10:44:27.724851;5504
562657;0;2023-02-09;2023-02-09 10:47:55.12942;5504
562392;0;2023-02-09;2023-02-09 10:53:01.923007;5504
562393;0;2023-02-09;2023-02-09 10:53:17.055786;5504
562394;0;2023-02-09;2023-02-09 11:00:02.808567;5504
562395;0;2023-02-09;2023-02-09 11:00:02.928325;5504
562397;0;2023-02-09;2023-02-09 11:00:15.01698;5504
562661;0;2023-02-09;2023-02-09 11:07:56.469328;5504
562853;0;2023-02-09;2023-02-09 11:27:55.95832;5504
562857;0;2023-02-09;2023-02-09 11:30:03.265151;5504
562667;0;2023-02-09;2023-02-09 11:35:01.294017;5504
562858;0;2023-02-09;2023-02-09 11:35:52.584412;5504
562861;0;2023-02-09;2023-02-09 11:47:59.024142;5504
562677;0;2023-02-09;2023-02-09 12:00:03.80111;5504
562690;0;2023-02-09;2023-02-09 12:07:56.132189;5504
563253;0;2023-02-09;2023-02-09 12:27:56.457289;5504
563254;0;2023-02-09;2023-02-09 12:28:01.955587;5504
563255;0;2023-02-09;2023-02-09 12:28:40.310956;5504
563256;0;2023-02-09;2023-02-09 12:30:02.507831;5504
563263;0;2023-02-09;2023-02-09 12:42:03.293693;5504
562890;0;2023-02-09;2023-02-09 12:42:45.987486;5504
562893;0;2023-02-09;2023-02-09 12:47:59.525222;5504
562896;0;2023-02-09;2023-02-09 13:00:04.453812;5504
563274;0;2023-02-09;2023-02-09 13:05:03.543403;5504
563902;0;2023-02-09;2023-02-09 13:05:06.439028;5504
563903;0;2023-02-09;2023-02-09 13:07:58.709713;5504
563908;0;2023-02-09;2023-02-09 13:27:57.070801;5504
563909;0;2023-02-09;2023-02-09 13:30:04.965083;5504
563912;0;2023-02-09;2023-02-09 13:33:36.826942;5504
563914;0;2023-02-09;2023-02-09 13:59:02.902918;5504
563284;0;2023-02-09;2023-02-09 14:00:08.368848;5504
563285;0;2023-02-09;2023-02-09 14:00:08.393292;5504
563287;0;2023-02-09;2023-02-09 14:00:23.984401;5504
563916;0;2023-02-09;2023-02-09 14:12:49.462852;5504
563290;0;2023-02-09;2023-02-09 14:24:55.720824;5504
563295;0;2023-02-09;2023-02-09 14:30:07.968657;5504
563296;0;2023-02-09;2023-02-09 14:35:01.391264;5504
563297;0;2023-02-09;2023-02-09 14:35:18.441142;5504
563299;0;2023-02-09;2023-02-09 14:44:47.945938;5504
563300;0;2023-02-09;2023-02-09 14:44:48.140202;5504
564304;0;2023-02-09;2023-02-09 15:00:08.502312;5504
563934;0;2023-02-09;2023-02-09 15:04:47.172991;5504
563935;0;2023-02-09;2023-02-09 15:04:48.052688;5504
563936;0;2023-02-09;2023-02-09 15:24:47.878928;5504
564307;0;2023-02-09;2023-02-09 15:24:48.558563;5504
564316;0;2023-02-09;2023-02-09 15:30:08.082502;5504
564323;0;2023-02-09;2023-02-09 15:44:49.985225;5504
563950;0;2023-02-09;2023-02-09 16:00:09.123818;5504
564329;0;2023-02-09;2023-02-09 16:04:49.77403;5504
564330;0;2023-02-09;2023-02-09 16:05:06.203392;5504
564501;0;2023-02-09;2023-02-09 16:05:54.733517;5504
564510;0;2023-02-09;2023-02-09 16:30:09.685541;5504
564513;0;2023-02-09;2023-02-09 16:44:48.399166;5504
564514;0;2023-02-09;2023-02-09 16:44:49.083027;5504
564516;0;2023-02-09;2023-02-09 16:55:07.11628;5504
564517;0;2023-02-09;2023-02-09 16:55:11.544673;5504
564346;0;2023-02-09;2023-02-09 17:00:14.005616;5504
564347;0;2023-02-09;2023-02-09 17:00:14.014445;5504
564349;0;2023-02-09;2023-02-09 17:00:17.068474;5504
564703;0;2023-02-09;2023-02-09 17:04:49.831619;5504
564527;0;2023-02-09;2023-02-09 17:15:06.776481;5504
564529;0;2023-02-09;2023-02-09 17:15:20.854812;5504
564702;0;2023-02-09;2023-02-09 17:04:49.340992;5504
564530;0;2023-02-09;2023-02-09 17:24:52.171093;5504
564710;0;2023-02-09;2023-02-09 17:30:14.247798;5504
564541;0;2023-02-09;2023-02-09 17:35:11.781693;5504
564712;0;2023-02-09;2023-02-09 17:35:14.549019;5504
564543;0;2023-02-09;2023-02-09 18:04:49.79212;5504
564714;0;2023-02-09;2023-02-09 18:04:49.958159;5504
564715;0;2023-02-09;2023-02-09 18:04:50.634206;5504
564716;0;2023-02-09;2023-02-09 18:05:04.775152;5504
564717;0;2023-02-09;2023-02-09 18:05:32.757378;5504
564718;0;2023-02-09;2023-02-09 18:24:49.835834;5504
564544;0;2023-02-09;2023-02-09 18:24:50.551736;5504
564727;0;2023-02-09;2023-02-09 18:34:48.824499;5504
565003;0;2023-02-09;2023-02-09 18:44:54.690322;5504
564731;0;2023-02-09;2023-02-09 18:59:57.97578;5504
565010;0;2023-02-09;2023-02-09 19:04:53.327495;5504
565011;0;2023-02-09;2023-02-09 19:04:54.205175;5504
565012;0;2023-02-09;2023-02-09 19:05:05.793729;5504
564739;0;2023-02-09;2023-02-09 19:05:10.118812;5504
565016;0;2023-02-09;2023-02-09 19:24:52.167912;5504
564743;0;2023-02-09;2023-02-09 19:30:09.940384;5504
565019;0;2023-02-09;2023-02-09 19:30:12.595632;5504
565021;0;2023-02-09;2023-02-09 19:35:01.486121;5504
564748;0;2023-02-09;2023-02-09 20:04:52.733696;5504
565025;0;2023-02-09;2023-02-09 20:04:55.023792;5504
565026;0;2023-02-09;2023-02-09 20:05:03.36617;5504
565027;0;2023-02-09;2023-02-09 20:24:51.508371;5504
565030;0;2023-02-09;2023-02-09 20:35:08.425695;5504
565031;0;2023-02-09;2023-02-09 20:35:08.476796;5504
565033;0;2023-02-09;2023-02-09 21:04:52.174489;5504
565034;0;2023-02-09;2023-02-09 21:05:08.431408;5504
565040;0;2023-02-09;2023-02-09 21:35:09.081883;5504
565307;0;2023-02-09;2023-02-09 21:44:49.593532;5504
565042;0;2023-02-09;2023-02-09 21:44:50.657566;5504
565309;0;2023-02-09;2023-02-09 22:13:07.815808;5504
565044;0;2023-02-09;2023-02-09 22:13:08.58095;5504
565050;0;2023-02-09;2023-02-09 22:44:51.996823;5504
565701;0;2023-02-09;2023-02-09 22:44:52.018366;5504
565702;0;2023-02-09;2023-02-09 23:04:49.99749;5504
565316;0;2023-02-09;2023-02-09 23:04:51.182674;5504
565317;0;2023-02-09;2023-02-09 23:24:53.74751;5504
565318;0;2023-02-09;2023-02-09 23:24:53.788465;5504
565709;0;2023-02-09;2023-02-09 23:44:50.263584;5504
565324;0;2023-02-09;2023-02-09 23:44:51.602017;5504
565711;0;2023-02-09;2023-02-09 23:54:53.501309;5504
565325;0;2023-02-10;2023-02-10 00:04:50.659739;5504
565712;0;2023-02-10;2023-02-10 00:04:51.678834;5504
565713;0;2023-02-10;2023-02-10 00:24:50.720658;5504
565714;0;2023-02-10;2023-02-10 00:24:52.1271;5504
565715;0;2023-02-10;2023-02-10 00:24:53.658191;5504
565331;0;2023-02-10;2023-02-10 00:44:50.918972;5504
565332;0;2023-02-10;2023-02-10 00:44:51.932201;5504
565334;0;2023-02-10;2023-02-10 00:54:54.296538;5504
565721;0;2023-02-10;2023-02-10 01:04:51.167796;5504
565335;0;2023-02-10;2023-02-10 01:04:52.178491;5504
565722;0;2023-02-10;2023-02-10 01:24:51.293302;5504
565337;0;2023-02-10;2023-02-10 01:24:52.316435;5504
565723;0;2023-02-10;2023-02-10 01:24:54.615166;5504
565340;0;2023-02-10;2023-02-10 01:44:51.531378;5504
565341;0;2023-02-10;2023-02-10 01:44:52.561292;5504
565342;0;2023-02-10;2023-02-10 01:54:55.169934;5504
565730;0;2023-02-10;2023-02-10 02:04:51.817079;5504
565343;0;2023-02-10;2023-02-10 02:04:52.839223;5504
565344;0;2023-02-10;2023-02-10 02:24:52.050067;5504
565732;0;2023-02-10;2023-02-10 02:24:53.08243;5504
565345;0;2023-02-10;2023-02-10 02:24:55.388886;5504
565350;0;2023-02-10;2023-02-10 02:44:52.440774;5504
565737;0;2023-02-10;2023-02-10 02:44:53.204892;5504
567451;0;2023-02-10;2023-02-10 02:54:55.900423;5504
565739;0;2023-02-10;2023-02-10 03:04:52.281185;5504
565740;0;2023-02-10;2023-02-10 03:04:53.325475;5504
565741;0;2023-02-10;2023-02-10 03:24:52.712955;5504
565742;0;2023-02-10;2023-02-10 03:24:53.474574;5504
565743;0;2023-02-10;2023-02-10 03:24:56.230935;5504
565750;0;2023-02-10;2023-02-10 03:44:52.709708;5504
567457;0;2023-02-10;2023-02-10 03:44:53.716649;5504
567651;0;2023-02-10;2023-02-10 03:54:56.812207;5504
567652;0;2023-02-10;2023-02-10 04:04:53.094309;5504
567459;0;2023-02-10;2023-02-10 04:04:53.839367;5504
567654;0;2023-02-10;2023-02-10 04:24:52.963458;5504
567460;0;2023-02-10;2023-02-10 04:24:54.151079;5504
567655;0;2023-02-10;2023-02-10 04:24:57.300939;5504
567467;0;2023-02-10;2023-02-10 04:44:53.619333;5504
567468;0;2023-02-10;2023-02-10 04:44:54.205407;5504
567659;0;2023-02-10;2023-02-10 04:54:58.355299;5504
567472;0;2023-02-10;2023-02-10 05:04:53.789121;5504
567473;0;2023-02-10;2023-02-10 05:04:54.373414;5504
567663;0;2023-02-10;2023-02-10 05:24:53.862836;5504
567664;0;2023-02-10;2023-02-10 05:24:54.448612;5504
567665;0;2023-02-10;2023-02-10 05:24:58.463791;5504
567672;0;2023-02-10;2023-02-10 05:44:54.097898;5504
567478;0;2023-02-10;2023-02-10 05:44:54.449529;5504
567675;0;2023-02-10;2023-02-10 05:54:59.146752;5504
567480;0;2023-02-10;2023-02-10 06:04:54.553347;5504
567481;0;2023-02-10;2023-02-10 06:04:55.368815;5504
567484;0;2023-02-10;2023-02-10 06:24:54.438291;5504
567485;0;2023-02-10;2023-02-10 06:24:54.816266;5504
567486;0;2023-02-10;2023-02-10 06:24:59.080853;5504
567495;0;2023-02-10;2023-02-10 06:44:54.67783;5504
567685;0;2023-02-10;2023-02-10 06:44:55.519984;5504
567497;0;2023-02-10;2023-02-10 06:54:59.662081;5504
567500;0;2023-02-10;2023-02-10 07:04:55.267511;5504
568253;0;2023-02-10;2023-02-10 07:24:55.197188;5504
568254;0;2023-02-10;2023-02-10 07:24:55.883584;5504
568255;0;2023-02-10;2023-02-10 07:24:59.73136;5504
568401;0;2023-02-10;2023-02-10 07:44:55.104542;5504
568402;0;2023-02-10;2023-02-10 07:44:55.880707;5504
568269;0;2023-02-10;2023-02-10 07:55:00.611527;5504
568414;0;2023-02-10;2023-02-10 08:01:46.469442;5504
568277;0;2023-02-10;2023-02-10 08:04:56.457686;5504
568278;0;2023-02-10;2023-02-10 08:04:57.003694;5504
568417;0;2023-02-10;2023-02-10 08:24:55.67597;5504
568281;0;2023-02-10;2023-02-10 08:24:56.02227;5504
568282;0;2023-02-10;2023-02-10 08:25:00.711736;5504
568295;0;2023-02-10;2023-02-10 08:35:03.317355;5504
568296;0;2023-02-10;2023-02-10 08:44:59.11808;5504
568299;0;2023-02-10;2023-02-10 08:55:01.241374;5504
568435;0;2023-02-10;2023-02-10 09:04:56.14479;5504
568436;0;2023-02-10;2023-02-10 09:24:56.267537;5504
568437;0;2023-02-10;2023-02-10 09:25:01.408847;5504
568657;0;2023-02-10;2023-02-10 09:30:10.567047;5504
568658;0;2023-02-10;2023-02-10 09:44:59.239928;5504
568661;0;2023-02-10;2023-02-10 09:55:02.069606;5504
568663;0;2023-02-10;2023-02-10 10:03:04.958444;5504
568446;0;2023-02-10;2023-02-10 10:04:57.793527;5504
568447;0;2023-02-10;2023-02-10 10:05:04.312285;5504
568664;0;2023-02-10;2023-02-10 10:08:01.298049;5504
568667;0;2023-02-10;2023-02-10 10:23:03.540771;5504
568852;0;2023-02-10;2023-02-10 10:24:58.677034;5504
568668;0;2023-02-10;2023-02-10 10:25:29.153279;5504
568858;0;2023-02-10;2023-02-10 10:38:05.897924;5504
568677;0;2023-02-10;2023-02-10 10:44:57.076847;5504
568861;0;2023-02-10;2023-02-10 10:53:08.904076;5504
568679;0;2023-02-10;2023-02-10 10:55:29.559222;5504
568680;0;2023-02-10;2023-02-10 11:00:06.785851;5504
568885;0;2023-02-10;2023-02-10 12:01:43.302407;5504
569171;0;2023-02-10;2023-02-10 12:04:57.604815;5504
569173;0;2023-02-10;2023-02-10 12:24:57.857844;5504
569178;0;2023-02-10;2023-02-10 12:30:09.022635;5504
569180;0;2023-02-10;2023-02-10 12:31:43.609631;5504
569182;0;2023-02-10;2023-02-10 12:43:37.54863;5504
569187;0;2023-02-10;2023-02-10 13:05:01.8515;5504
569188;0;2023-02-10;2023-02-10 13:05:01.983133;5504
568899;0;2023-02-10;2023-02-10 13:18:29.45638;5504
569401;0;2023-02-10;2023-02-10 13:24:58.310971;5504
569198;0;2023-02-10;2023-02-10 13:35:02.111818;5504
569407;0;2023-02-10;2023-02-10 13:44:58.220168;5504
569199;0;2023-02-10;2023-02-10 14:04:58.271648;5504
569200;0;2023-02-10;2023-02-10 14:04:58.811852;5504
569651;0;2023-02-10;2023-02-10 14:05:02.412368;5504
569656;0;2023-02-10;2023-02-10 14:25:01.339272;5504
569424;0;2023-02-10;2023-02-10 14:35:10.117139;5504
569425;0;2023-02-10;2023-02-10 14:35:10.131886;5504
569426;0;2023-02-10;2023-02-10 14:44:59.428637;5504
569666;0;2023-02-10;2023-02-10 15:04:58.920192;5504
569667;0;2023-02-10;2023-02-10 15:05:09.749462;5504
569673;0;2023-02-10;2023-02-10 15:30:09.481615;5504
569442;0;2023-02-10;2023-02-10 15:44:59.749008;5504
569681;0;2023-02-10;2023-02-10 15:44:59.7736;5504
569443;0;2023-02-10;2023-02-10 15:50:01.011368;5504
569682;0;2023-02-10;2023-02-10 16:05:01.016706;5504
569444;0;2023-02-10;2023-02-10 16:05:03.276186;5504
569683;0;2023-02-10;2023-02-10 16:15:00.115543;5504
569445;0;2023-02-10;2023-02-10 16:25:00.210158;5504
569446;0;2023-02-10;2023-02-10 16:25:00.626268;5504
569696;0;2023-02-10;2023-02-10 16:44:59.397945;5504
570055;0;2023-02-10;2023-02-10 16:44:59.939403;5504
569697;0;2023-02-10;2023-02-10 16:45:00.478844;5504
570061;0;2023-02-10;2023-02-10 17:05:00.189804;5504
570062;0;2023-02-10;2023-02-10 17:05:00.781131;5504
570064;0;2023-02-10;2023-02-10 17:25:03.722002;5504
570065;0;2023-02-10;2023-02-10 17:25:03.723046;5504
570070;0;2023-02-10;2023-02-10 17:30:04.960171;5504
570212;0;2023-02-10;2023-02-10 17:35:07.251193;5504
570074;0;2023-02-10;2023-02-10 18:05:00.824482;5504
570217;0;2023-02-10;2023-02-10 18:05:00.840704;5504
570218;0;2023-02-10;2023-02-10 18:05:01.331098;5504
570220;0;2023-02-10;2023-02-10 18:25:00.431528;5504
570226;0;2023-02-10;2023-02-10 18:35:01.093827;5504
570227;0;2023-02-10;2023-02-10 18:45:00.66061;5504
570096;0;2023-02-10;2023-02-10 19:05:00.676895;5504
570240;0;2023-02-10;2023-02-10 19:05:01.031567;5504
570097;0;2023-02-10;2023-02-10 19:05:01.55143;5504
570243;0;2023-02-10;2023-02-10 19:25:01.79066;5504
570652;0;2023-02-10;2023-02-10 19:35:02.154702;5504
570653;0;2023-02-10;2023-02-10 19:45:00.958782;5504
570654;0;2023-02-10;2023-02-10 19:45:01.328103;5504
570658;0;2023-02-10;2023-02-10 20:05:01.166324;5504
570659;0;2023-02-10;2023-02-10 20:05:01.723698;5504
570660;0;2023-02-10;2023-02-10 20:05:02.599287;5504
570661;0;2023-02-10;2023-02-10 20:25:01.527389;5504
570753;0;2023-02-10;2023-02-10 20:25:02.435682;5504
570756;0;2023-02-10;2023-02-10 20:35:03.190395;5504
570757;0;2023-02-10;2023-02-10 20:35:11.314334;5504
570759;0;2023-02-10;2023-02-10 20:45:02.380854;5504
570760;0;2023-02-10;2023-02-10 20:45:03.236702;5504
570666;0;2023-02-10;2023-02-10 21:05:01.805167;5504
570761;0;2023-02-10;2023-02-10 21:05:02.390626;5504
570667;0;2023-02-10;2023-02-10 21:05:03.641954;5504
570762;0;2023-02-10;2023-02-10 21:25:02.592682;5504
570668;0;2023-02-10;2023-02-10 21:25:03.411881;5504
570674;0;2023-02-10;2023-02-10 22:05:05.93606;5504
570764;0;2023-02-10;2023-02-10 22:05:05.936501;5504
570765;0;2023-02-10;2023-02-10 22:25:02.511628;5504
570766;0;2023-02-10;2023-02-10 22:25:03.380141;5504
570677;0;2023-02-10;2023-02-10 22:35:06.567156;5504
571653;0;2023-02-10;2023-02-10 22:58:59.294979;5504
571405;0;2023-02-10;2023-02-10 23:05:06.794865;5504
571654;0;2023-02-10;2023-02-10 23:19:35.12693;5504
571406;0;2023-02-10;2023-02-10 23:35:07.407098;5504
571409;0;2023-02-10;2023-02-10 23:39:35.173201;5504
571410;0;2023-02-10;2023-02-10 23:59:35.815096;5504
571411;0;2023-02-11;2023-02-11 00:05:07.964773;5504
571412;0;2023-02-11;2023-02-11 00:19:35.771412;5504
571657;0;2023-02-11;2023-02-11 00:35:08.346928;5504
571659;0;2023-02-11;2023-02-11 00:39:35.781882;5504
571418;0;2023-02-11;2023-02-11 00:59:39.610231;5504
571419;0;2023-02-11;2023-02-11 01:11:02.029348;5504
571420;0;2023-02-11;2023-02-11 01:19:36.514939;5504
571661;0;2023-02-11;2023-02-11 01:38:25.090803;5504
571426;0;2023-02-11;2023-02-11 01:45:20.257288;5504
571662;0;2023-02-11;2023-02-11 01:58:24.705455;5504
571427;0;2023-02-11;2023-02-11 02:15:20.796455;5504
571663;0;2023-02-11;2023-02-11 02:18:24.504443;5504
571666;0;2023-02-11;2023-02-11 02:38:25.077462;5504
571669;0;2023-02-11;2023-02-11 02:45:21.277899;5504
571430;0;2023-02-11;2023-02-11 02:58:25.049306;5504
571431;0;2023-02-11;2023-02-11 03:15:21.817019;5504
571670;0;2023-02-11;2023-02-11 03:18:25.253698;5504
571435;0;2023-02-11;2023-02-11 03:38:25.379609;5504
571673;0;2023-02-11;2023-02-11 03:45:22.379086;5504
571437;0;2023-02-11;2023-02-11 03:58:25.612166;5504
571674;0;2023-02-11;2023-02-11 04:15:22.891445;5504
571675;0;2023-02-11;2023-02-11 04:18:25.629732;5504
571677;0;2023-02-11;2023-02-11 04:38:26.202811;5504
571442;0;2023-02-11;2023-02-11 04:45:23.310542;5504
571681;0;2023-02-11;2023-02-11 04:58:26.276042;5504
571445;0;2023-02-11;2023-02-11 05:15:23.687494;5504
571447;0;2023-02-11;2023-02-11 05:18:26.493898;5504
571684;0;2023-02-11;2023-02-11 05:38:26.795738;5504
571686;0;2023-02-11;2023-02-11 05:45:24.319411;5504
573853;0;2023-02-11;2023-02-11 05:58:26.538386;5504
573855;0;2023-02-11;2023-02-11 06:15:24.57675;5504
571691;0;2023-02-11;2023-02-11 06:18:26.646797;5504
573860;0;2023-02-11;2023-02-11 06:38:27.088234;5504
573861;0;2023-02-11;2023-02-11 06:45:25.030199;5504
571695;0;2023-02-11;2023-02-11 06:58:27.442172;5504
571698;0;2023-02-11;2023-02-11 07:15:25.617913;5504
573867;0;2023-02-11;2023-02-11 07:18:27.359386;5504
573874;0;2023-02-11;2023-02-11 07:38:27.508571;5504
574556;0;2023-02-11;2023-02-11 07:45:26.099655;5504
573879;0;2023-02-11;2023-02-11 07:58:27.76124;5504
573880;0;2023-02-11;2023-02-11 08:00:04.774605;5504
574567;0;2023-02-11;2023-02-11 08:15:54.820392;5504
574568;0;2023-02-11;2023-02-11 08:18:28.315068;5504
574575;0;2023-02-11;2023-02-11 08:35:04.803518;5504
574578;0;2023-02-11;2023-02-11 08:38:28.61761;5504
574584;0;2023-02-11;2023-02-11 08:45:55.204331;5504
574586;0;2023-02-11;2023-02-11 08:58:27.917186;5504
575453;0;2023-02-11;2023-02-11 09:00:02.464599;5504
575457;0;2023-02-11;2023-02-11 09:18:30.842267;5504
574589;0;2023-02-11;2023-02-11 09:18:31.037425;5504
574591;0;2023-02-11;2023-02-11 09:30:02.047701;5504
575463;0;2023-02-11;2023-02-11 09:38:30.212257;5504
575464;0;2023-02-11;2023-02-11 09:48:31.151394;5504
574597;0;2023-02-11;2023-02-11 09:58:28.356786;5504
574599;0;2023-02-11;2023-02-11 10:03:04.055794;5504
575467;0;2023-02-11;2023-02-11 10:05:03.733396;5504
574600;0;2023-02-11;2023-02-11 10:08:04.740925;5504
575651;0;2023-02-11;2023-02-11 10:18:30.048719;5504
575652;0;2023-02-11;2023-02-11 10:18:32.176498;5504
575657;0;2023-02-11;2023-02-11 10:38:28.615098;5504
575661;0;2023-02-11;2023-02-11 10:48:32.844662;5504
575478;0;2023-02-11;2023-02-11 10:58:28.977251;5504
575479;0;2023-02-11;2023-02-11 11:00:01.920836;5504
575485;0;2023-02-11;2023-02-11 11:18:29.58804;5504
575486;0;2023-02-11;2023-02-11 11:18:32.943406;5504
575673;0;2023-02-11;2023-02-11 11:19:37.239279;5504
575678;0;2023-02-11;2023-02-11 11:36:27.741609;5504
575682;0;2023-02-11;2023-02-11 11:39:38.100048;5504
575492;0;2023-02-11;2023-02-11 11:48:33.63097;5504
575494;0;2023-02-11;2023-02-11 11:58:29.125188;5504
575698;0;2023-02-11;2023-02-11 12:18:29.403912;5504
575699;0;2023-02-11;2023-02-11 12:18:33.596496;5504
575700;0;2023-02-11;2023-02-11 12:30:03.165895;5504
576304;0;2023-02-11;2023-02-11 12:38:30.064287;5504
576108;0;2023-02-11;2023-02-11 12:39:22.053386;5504
576109;0;2023-02-11;2023-02-11 12:39:37.204316;5504
576110;0;2023-02-11;2023-02-11 12:42:00.926728;5504
576116;0;2023-02-11;2023-02-11 13:00:19.017508;5504
576313;0;2023-02-11;2023-02-11 13:00:19.049671;5504
576317;0;2023-02-11;2023-02-11 13:42:39.951161;5504
576318;0;2023-02-11;2023-02-11 14:00:04.677813;5504
576323;0;2023-02-11;2023-02-11 14:18:31.470782;5504
576324;0;2023-02-11;2023-02-11 14:18:33.484873;5504
576325;0;2023-02-11;2023-02-11 14:19:37.760758;5504
576330;0;2023-02-11;2023-02-11 14:35:35.025138;5504
576334;0;2023-02-11;2023-02-11 14:39:38.891787;5504
576138;0;2023-02-11;2023-02-11 14:44:10.213441;5504
576139;0;2023-02-11;2023-02-11 14:58:29.818649;5504
576339;0;2023-02-11;2023-02-11 15:14:10.625173;5504
576341;0;2023-02-11;2023-02-11 15:18:29.832367;5504
576142;0;2023-02-11;2023-02-11 15:30:04.484048;5504
576901;0;2023-02-11;2023-02-11 15:38:31.828102;5504
576350;0;2023-02-11;2023-02-11 15:39:38.270501;5504
576903;0;2023-02-11;2023-02-11 15:44:11.04911;5504
576904;0;2023-02-11;2023-02-11 15:59:39.174862;5504
576908;0;2023-02-11;2023-02-11 16:05:02.780877;5504
577110;0;2023-02-11;2023-02-11 16:39:20.131353;5504
577111;0;2023-02-11;2023-02-11 16:39:20.260216;5504
577113;0;2023-02-11;2023-02-11 16:39:38.219844;5504
576919;0;2023-02-11;2023-02-11 16:55:42.283141;5504
576920;0;2023-02-11;2023-02-11 16:59:39.217924;5504
576921;0;2023-02-11;2023-02-11 17:00:04.045844;5504
577116;0;2023-02-11;2023-02-11 17:12:44.915081;5504
577117;0;2023-02-11;2023-02-11 17:18:31.130586;5504
577118;0;2023-02-11;2023-02-11 17:19:38.6603;5504
576925;0;2023-02-11;2023-02-11 17:35:50.688593;5504
577123;0;2023-02-11;2023-02-11 17:39:39.726696;5504
576927;0;2023-02-11;2023-02-11 17:42:45.247528;5504
576929;0;2023-02-11;2023-02-11 17:58:30.958405;5504
576932;0;2023-02-11;2023-02-11 18:18:31.860427;5504
577125;0;2023-02-11;2023-02-11 18:18:31.876494;5504
576933;0;2023-02-11;2023-02-11 18:19:39.05917;5504
577131;0;2023-02-11;2023-02-11 18:39:39.605768;5504
577134;0;2023-02-11;2023-02-11 18:48:31.9207;5504
577140;0;2023-02-11;2023-02-11 18:59:40.263632;5504
576945;0;2023-02-11;2023-02-11 19:05:03.109488;5504
577146;0;2023-02-11;2023-02-11 19:19:41.28767;5504
576949;0;2023-02-11;2023-02-11 19:19:41.478566;5504
577901;0;2023-02-11;2023-02-11 19:38:31.320922;5504
577709;0;2023-02-11;2023-02-11 19:49:40.99998;5504
577711;0;2023-02-11;2023-02-11 19:58:31.576363;5504
577717;0;2023-02-11;2023-02-11 20:18:31.536172;5504
577718;0;2023-02-11;2023-02-11 20:19:41.30408;5504
577719;0;2023-02-11;2023-02-11 20:35:05.338476;5504
577720;0;2023-02-11;2023-02-11 20:38:32.045834;5504
577721;0;2023-02-11;2023-02-11 20:39:39.824472;5504
577723;0;2023-02-11;2023-02-11 20:49:41.848608;5504
577909;0;2023-02-11;2023-02-11 20:59:40.480718;5504
577726;0;2023-02-11;2023-02-11 21:19:40.58749;5504
577727;0;2023-02-11;2023-02-11 21:19:42.024548;5504
577733;0;2023-02-11;2023-02-11 21:39:40.221874;5504
577911;0;2023-02-11;2023-02-11 21:49:42.565269;5504
577737;0;2023-02-11;2023-02-11 21:59:41.130711;5504
577741;0;2023-02-11;2023-02-11 22:19:41.041286;5504
577916;0;2023-02-11;2023-02-11 22:19:42.887298;5504
577745;0;2023-02-11;2023-02-11 22:39:41.127537;5504
577918;0;2023-02-11;2023-02-11 22:49:43.50577;5504
577919;0;2023-02-11;2023-02-11 22:59:40.910602;5504
577746;0;2023-02-11;2023-02-11 23:19:41.034155;5504
577747;0;2023-02-11;2023-02-11 23:19:43.834183;5504
577921;0;2023-02-11;2023-02-11 23:39:41.321508;5504
578551;0;2023-02-11;2023-02-11 23:49:44.422805;5504
577922;0;2023-02-11;2023-02-11 23:59:41.381396;5504
577923;0;2023-02-12;2023-02-12 00:19:41.823629;5504
577924;0;2023-02-12;2023-02-12 00:19:44.636873;5504
578557;0;2023-02-12;2023-02-12 00:39:43.801276;5504
578558;0;2023-02-12;2023-02-12 00:49:45.240017;5504
578559;0;2023-02-12;2023-02-12 00:59:42.409237;5504
577926;0;2023-02-12;2023-02-12 01:19:42.352605;5504
578560;0;2023-02-12;2023-02-12 01:19:45.57075;5504
578563;0;2023-02-12;2023-02-12 01:39:42.031926;5504
577931;0;2023-02-12;2023-02-12 01:49:46.216738;5504
578564;0;2023-02-12;2023-02-12 01:59:42.683651;5504
578565;0;2023-02-12;2023-02-12 02:19:42.71965;5504
578566;0;2023-02-12;2023-02-12 02:19:46.37636;5504
577936;0;2023-02-12;2023-02-12 02:39:42.500081;5504
578569;0;2023-02-12;2023-02-12 02:49:46.9644;5504
578570;0;2023-02-12;2023-02-12 02:59:42.563648;5504
577937;0;2023-02-12;2023-02-12 03:19:43.327358;5504
